Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"GAMO1","IMPAER","Part Replacement","03/13/2018","Pump (1A)"
"GAMO1","IMPAER","Part Replacement","03/19/2018","Relay Box (3C, 4D)"
"GAMO1","IMPAER","Part Replacement","03/19/2018","Relay Box (3C, 4D)"
"GAMO1","IMPAER","Sampler Flow Check","03/19/2018","Modules:"
"GAMO1","IMPAER","Sampler Flow Check","03/19/2018","Modules:"
"GAMO1","IMPAER","Equipment Problem","05/10/2018","D Module masses low (resolved)"
"GAMO1","IMPAER","Equipment Problem","05/10/2018","D Module masses low (resolved)"
"GAMO1","IMPAER","Part Replacement","05/29/2018","Sierra Inlet"
"GAMO1","IMPAER","Part Replacement","05/29/2018","Sierra Inlet"
"GAMO1","IMPAER","Site Visit","08/15/2018","Calibration and maintenance on all modules"
"GAMO1","IMPAER","Site Visit","08/15/2018","Calibration and maintenance on all modules"
"GAMO1","IMPAER","External Audit","09/28/2018","Site Audit by Derek Day"
"GAMO1","IMPAER","External Audit","09/28/2018","Site Audit by Derek Day"
"GAMO1","IMPAER","Other Problem","02/01/2019","FS Defunded Visibility Camera (resolved)"
"GAMO1","IMPAER","Other Problem","02/01/2019","FS Defunded Visibility Camera (resolved)"
"GAMO1","IMPAER","Part Replacement","02/08/2019","Other"
"GAMO1","IMPAER","Part Replacement","02/08/2019","Other"
"GAMO1","IMPAER","Part Replacement","02/21/2019","CPU Card"
"GAMO1","IMPAER","Part Replacement","02/21/2019","CPU Card"
"GAMO1","IMPAER","Equipment Problem","07/05/2019","2B/3C Mod 4V/Ebox went offline  (resolved)"
"GAMO1","IMPAER","Equipment Problem","07/05/2019","2B/3C Mod 4V/Ebox went offline  (resolved)"
"GAMO1","IMPAER","Part Replacement","07/09/2019","EBox (2B, 3C)"
"GAMO1","IMPAER","Part Replacement","07/09/2019","EBox (2B, 3C)"
"GAMO1","IMPAER","Equipment Problem","07/15/2019","Controller (NEW) V4+ B/D Eboxs electronic (suspect) issues. (resolved)"
"GAMO1","IMPAER","Equipment Problem","07/15/2019","Controller (NEW) V4+ B/D Eboxs electronic (suspect) issues. (resolved)"
"GAMO1","IMPAER","Part Replacement","07/24/2019","Controller"
"GAMO1","IMPAER","Part Replacement","07/24/2019","Controller"
"GAMO1","IMPAER","Power Problem","12/02/2019","Power outage on sample change day (resolved)"
"GAMO1","IMPAER","Power Problem","12/02/2019","Power outage on sample change day (resolved)"
"GAMO1","IMPAER","Equipment Problem","05/26/2020","B ebox offline (resolved)"
"GAMO1","IMPAER","Equipment Problem","05/26/2020","B ebox offline (resolved)"
"GAMO1","IMPAER","Part Replacement","06/02/2020","EBox (2B)"
"GAMO1","IMPAER","Part Replacement","06/02/2020","EBox (2B)"
"GAMO1","IMPAER","Part Replacement","08/18/2020","EBox (2B)"
"GAMO1","IMPAER","Part Replacement","08/18/2020","EBox (2B)"
"GAMO1","IMPAER","UC Davis Site Visit","09/01/2020","Calibration and maintenance on all modules"
"GAMO1","IMPAER","UC Davis Site Visit","09/01/2020","Calibration and maintenance on all modules"
"GICL1","IMPAER","Operational","03/28/1994","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/28/1994","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/28/1994","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/28/1994","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/28/1994","Routine annual maintenance"
"GICL1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"GICL1","IMPAER","Operational","07/11/1994","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","07/11/1994","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","07/11/1994","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","07/11/1994","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","07/11/1994","Routine annual maintenance"
"GICL1","IMPAER","Operational","05/22/1995","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/22/1995","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/22/1995","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/22/1995","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/22/1995","Routine annual maintenance"
"GICL1","IMPAER","Operational","04/05/1996","A1 Module Flow Calibration"
"GICL1","IMPAER","Method","04/05/1996","Added glycerin to Module B1 denuder"
"GICL1","IMPAER","Operational","04/05/1996","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","04/05/1996","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","04/05/1996","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","04/05/1996","Routine annual maintenance"
"GICL1","IMPAER","Operational","05/13/1996","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/27/1997","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/27/1997","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/27/1997","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/27/1997","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/27/1997","Routine annual maintenance"
"GICL1","IMPAER","Operational","09/04/1998","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/04/1998","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/04/1998","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/04/1998","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/04/1998","Routine annual maintenance"
"GICL1","IMPAER","Operational","03/05/2000","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/05/2000","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/05/2000","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/05/2000","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/05/2000","Version 2 sampler installed"
"GICL1","IMPAER","Operational","03/05/2000","Version 2 IMPROVE sampler installed"
"GICL1","IMPAER","Event","08/16/2000","Fires in Area"
"GICL1","IMPAER","Operational","09/09/2000","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/09/2000","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/09/2000","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","09/09/2000","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","12/20/2001","Sampler controller replaced"
"GICL1","IMPAER","Operational","03/26/2002","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/26/2002","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/26/2002","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/26/2002","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","03/26/2002","Photos Taken"
"GICL1","IMPAER","Operational","03/26/2002","Routine annual maintenance"
"GICL1","IMPAER","Operational","01/10/2003","D1 Module electronics box replaced"
"GICL1","IMPAER","Operational","02/27/2003","Sampler controller replaced"
"GICL1","IMPAER","Event","07/02/2003","Fire"
"GICL1","IMPAER","Event","07/05/2003","Fire"
"GICL1","IMPAER","Event","07/08/2003","Fire"
"GICL1","IMPAER","Event","07/11/2003","Fire"
"GICL1","IMPAER","Event","07/14/2003","Fire"
"GICL1","IMPAER","Event","07/17/2003","Fire"
"GICL1","IMPAER","Event","07/20/2003","Fire"
"GICL1","IMPAER","Operational","08/31/2003","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","08/31/2003","A1 Module pump Replaced"
"GICL1","IMPAER","Operational","08/31/2003","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","08/31/2003","B1 Module pump replaced"
"GICL1","IMPAER","Operational","08/31/2003","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","08/31/2003","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","08/31/2003","Photos Taken"
"GICL1","IMPAER","Operational","08/31/2003","Routine annual maintenance"
"GICL1","IMPAER","Operational","02/18/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"GICL1","IMPAER","Operational","04/28/2004","Sampler controller replaced"
"GICL1","IMPAER","Operational","05/26/2004","A1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/26/2004","B1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/26/2004","C1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/26/2004","D1 Module Flow Calibration"
"GICL1","IMPAER","Operational","05/26/2004","Photos Taken"
"GICL1","IMPAER","Operational","05/26/2004","Routine annual maintenance"
"GICL1","IMPAER","Operational","08/03/2004","Sampler controller replaced"
"GICL1","IMPAER","Operational","08/10/2004","B1 Module electronics box replaced"
"GICL1","IMPAER","Operational","08/10/2004","D1 Module electronics box replaced"
"GICL1","IMPAER","Operational","08/17/2004","A1 Module relay box replaced"
"GICL1","IMPAER","Site Visit","07/26/2013","Calibration and maintenance on all modules"
"GICL1","IMPAER","Equipment Problem","10/23/2013","Need Flow Check for B Module (resolved)"
"GICL1","IMPAER","Sampler Flow Check","11/01/2013","Modules: 2B"
"GICL1","IMPAER","Filters Problem","11/26/2013","Controller stuck on filter 11/15 for 1.5 weeks (resolved)"
"GICL1","IMPAER","Equipment Problem","04/22/2014","CNTRLR not asking for FLASHCARD swap (resolved)"
"GICL1","IMPAER","Part Replacement","04/22/2014","Pump (4D)"
"GICL1","IMPAER","Part Replacement","04/22/2014","Pump (3C)"
"GICL1","IMPAER","Part Replacement","04/22/2014","Pump (1A)"
"GICL1","IMPAER","Equipment Problem","07/29/2014","CNTRLR frozen (resolved)"
"GICL1","IMPAER","Equipment Problem","11/07/2014","D values flatline (resolved)"
"GICL1","IMPAER","Equipment Problem","12/15/2014","D MxORI is low (resolved)"
"GICL1","IMPAER","Part Replacement","12/23/2014","EBox (4D)"
"GICL1","IMPAER","Part Replacement","12/23/2014","EBox (3C)"
"GICL1","IMPAER","Part Replacement","01/06/2015","Controller"
"GICL1","IMPAER","Power Problem","03/17/2015","No Power At Site (resolved)"
"GICL1","IMPAER","Equipment Problem","05/20/2015","D ORI values High during Finals and Initials (resolved)"
"GICL1","IMPAER","Part Replacement","05/28/2015","EBox (4D)"
"GICL1","IMPAER","Equipment Problem","06/23/2015","A/B values are irregular possible high flow (resolved)"
"GICL1","IMPAER","Site Visit","07/15/2015","Calibration and maintenance on all modules"
"GICL1","IMPAER","Equipment Problem","08/31/2015","B CYC values running high (Gëê10% by calibration equation) (resolved)"
"GICL1","IMPAER","Part Replacement","09/01/2015","Pump (2B)"
"GICL1","IMPAER","Sampler Flow Check","10/01/2015","Modules:"
"GICL1","IMPAER","Equipment Problem","06/28/2016","Controller Gave Extra Filter Positions, Possibly Going Bad (resolved)"
"GICL1","IMPAER","Equipment Problem","07/29/2016","D ORI unreliable (resolved)"
"GICL1","IMPAER","Part Replacement","08/16/2016","EBox (4D)"
"GICL1","IMPAER","Part Replacement","08/23/2016","Module"
"GICL1","IMPAER","Part Replacement","08/29/2016","Controller"
"GICL1","IMPAER","Sampler Flow Check","08/29/2016","Modules:"
"GICL1","IMPAER","Part Replacement","09/23/2016","Module"
"GICL1","IMPAER","External Audit","11/08/2016","Site Audit by Derek Day"
"GICL1","IMPAER","Site Visit","07/31/2017","Calibration and maintenance on all modules"
"GICL1","IMPAER","Equipment Problem","08/29/2017","A Mod Possible flow obstruction (resolved)"
"GICL1","IMPAER","Equipment Problem","12/13/2017","ABCD MxORI getting lower (resolved)"
"GICL1","IMPAER","Part Replacement","01/10/2018","Pump (3C)"
"GICL1","IMPAER","Part Replacement","01/10/2018","Pump (1A)"
"GICL1","IMPAER","Sampler Flow Check","01/10/2018","Modules: 1A"
"GICL1","IMPAER","Equipment Problem","01/30/2018","C pump rattling  (resolved)"
"GICL1","IMPAER","Part Replacement","02/22/2018","Pump (3C)"
"GICL1","IMPAER","Sampler Flow Check","03/14/2018","Modules: 1A"
"GICL1","IMPAER","Part Replacement","10/18/2018","Module"
"GICL1","IMPAER","Sampler Flow Check","10/18/2018","Modules:"
"GICL1","IMPAER","Equipment Problem","03/05/2019","C pump not coming on (resolved)"
"GICL1","IMPAER","Part Replacement","03/07/2019","Pump (3C)"
"GICL1","IMPAER","Site Visit","04/20/2019","Calibration and maintenance on all modules"
"GICL1","IMPAER","Networking Problem","05/13/2019","send an Ethernet extension cable (resolved)"
"GICL1","IMPAER","Part Replacement","05/20/2019","Network Device"
"GICL1","IMPAER","Equipment Problem","07/24/2019","4D Ebox went offline on 7/23/2019 (resolved)"
"GICL1","IMPAER","Part Replacement","07/29/2019","EBox (4D)"
"GICL1","IMPAER","Equipment Problem","07/30/2019","D Ebox goes offline, even after replacement (resolved)"
"GICL1","IMPAER","Part Replacement","08/02/2019","Controller"
"GICL1","IMPAER","Part Replacement","08/06/2019","EBox (4D)"
"GICL1","IMPAER","Part Replacement","08/13/2019","EBox (2B)"
"GICL1","IMPAER","Part Replacement","08/27/2019","EBox, Module Cable (4D)"
"GICL1","IMPAER","Part Replacement","08/27/2019","Controller"
"GICL1","IMPAER","Part Replacement","11/26/2019","EBox (4D)"
"GLAC1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"GLAC1","IMPAER","Operational","10/01/1994","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/01/1994","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/01/1994","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/01/1994","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/01/1994","Routine annual maintenance"
"GLAC1","IMPAER","Operational","08/09/1995","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/09/1995","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/09/1995","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/09/1995","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/09/1995","Routine annual maintenance"
"GLAC1","IMPAER","Operational","06/30/1996","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/30/1996","A1 Module pump replaced"
"GLAC1","IMPAER","Method","06/30/1996","Added glycerin to Module B1 denuder"
"GLAC1","IMPAER","Operational","06/30/1996","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/30/1996","B1 Module pump replaced"
"GLAC1","IMPAER","Operational","06/30/1996","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/30/1996","C1 Module pump replaced"
"GLAC1","IMPAER","Operational","06/30/1996","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/30/1996","D1 Module pump replaced"
"GLAC1","IMPAER","Operational","06/30/1996","Routine annual maintenance"
"GLAC1","IMPAER","Operational","09/14/1997","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/14/1997","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/14/1997","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/14/1997","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/14/1997","Routine annual maintenance"
"GLAC1","IMPAER","Operational","07/03/1998","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","07/03/1998","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","07/03/1998","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","07/03/1998","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","07/03/1998","Routine annual maintenance"
"GLAC1","IMPAER","Operational","11/30/1999","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","03/27/2000","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","03/27/2000","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","03/27/2000","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","03/27/2000","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","03/27/2000","Photos Taken"
"GLAC1","IMPAER","Operational","03/27/2000","Version 2 sampler installed"
"GLAC1","IMPAER","Operational","03/27/2000","Version 2 IMPROVE sampler installed"
"GLAC1","IMPAER","Event","07/19/2000","Bridge construction lots of trucks driving dirt road until end of summer"
"GLAC1","IMPAER","Event","08/09/2000","Road dust is extreme at this time. Smoke from fire is present"
"GLAC1","IMPAER","Operational","08/28/2000","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/28/2000","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/28/2000","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/28/2000","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","08/28/2000","Routine annual maintenance"
"GLAC1","IMPAER","Operational","03/23/2001","C1 Module electronics box replaced"
"GLAC1","IMPAER","Operational","09/15/2001","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/15/2001","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/15/2001","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/15/2001","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","09/15/2001","Routine annual maintenance"
"GLAC1","IMPAER","Operational","09/16/2001","C1 Module electronics box replaced"
"GLAC1","IMPAER","Operational","12/07/2001","Sampler controller replaced"
"GLAC1","IMPAER","Operational","12/27/2001","A1 Module area increased from 2.20 to 3.53 sq cm"
"GLAC1","IMPAER","Operational","12/27/2001","Sampler controller replaced"
"GLAC1","IMPAER","Operational","01/08/2002","Sampler controller replaced"
"GLAC1","IMPAER","Operational","02/27/2002","Sampler controller replaced"
"GLAC1","IMPAER","Operational","03/26/2002","Sampler controller replaced"
"GLAC1","IMPAER","Operational","03/26/2002","Sampler controller replaced"
"GLAC1","IMPAER","Operational","06/28/2002","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/28/2002","A1 Module pump replaced"
"GLAC1","IMPAER","Operational","06/28/2002","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/28/2002","B1 Module pump replaced"
"GLAC1","IMPAER","Operational","06/28/2002","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/28/2002","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/28/2002","Photos Taken"
"GLAC1","IMPAER","Operational","06/28/2002","Routine annual maintenance"
"GLAC1","IMPAER","Operational","09/26/2002","B1 Module pump Line Kinked until 10/23/2002"
"GLAC1","IMPAER","Event","08/10/2003","Heavy Smoke through 9/06/2003"
"GLAC1","IMPAER","Operational","10/03/2003","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/03/2003","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/03/2003","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/03/2003","C1 Module pump replaced"
"GLAC1","IMPAER","Operational","10/03/2003","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","10/03/2003","D1 Module pump replaced"
"GLAC1","IMPAER","Operational","10/03/2003","Photos Taken"
"GLAC1","IMPAER","Operational","10/03/2003","Routine annual maintenance"
"GLAC1","IMPAER","Operational","06/20/2004","A1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/20/2004","B1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/20/2004","C1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/20/2004","D1 Module Flow Calibration"
"GLAC1","IMPAER","Operational","06/20/2004","Photos Taken"
"GLAC1","IMPAER","Operational","06/20/2004","Routine annual maintenance"
"GLAC1","IMPAER","Operational","09/21/2004","Sampler controller replaced"
"GLAC1","IMPAER","Operational","03/01/2005","B1 Module pump replaced"
"GLAC1","IMPAER","Operational","03/01/2005","C1 Module pump replaced"
"GLAC1","IMPAER","Site Visit","08/03/2014","Calibration and maintenance on all modules"
"GLAC1","IMPAER","Equipment Problem","10/13/2015","Controller giving fil 3 and fil 4 positions during filter readings (resolved)"
"GLAC1","IMPAER","Part Replacement","10/19/2015","Controller"
"GLAC1","IMPAER","Equipment Problem","12/15/2015","Memory card not recognized; card not going fully into controller (resolved)"
"GLAC1","IMPAER","Part Replacement","12/22/2015","Controller"
"GLAC1","IMPAER","Equipment Problem","12/29/2015","Controller Freezing (resolved)"
"GLAC1","IMPAER","Part Replacement","01/05/2016","Controller"
"GLAC1","IMPAER","Equipment Problem","03/01/2016","Frozen controller (resolved)"
"GLAC1","IMPAER","Part Replacement","03/22/2016","Controller"
"GLAC1","IMPAER","Part Replacement","04/29/2016","Controller"
"GLAC1","IMPAER","Equipment Problem","07/07/2016","C ORI and CYC unreliable (resolved)"
"GLAC1","IMPAER","Part Replacement","07/19/2016","EBox (3C)"
"GLAC1","IMPAER","Site Visit","09/03/2016","Calibration and maintenance on all modules"
"GLAC1","IMPAER","Part Replacement","01/16/2018","Pump (2B)"
"GLAC1","IMPAER","Equipment Problem","02/26/2018","All values occasionally unreliable (resolved)"
"GLAC1","IMPAER","Part Replacement","03/06/2018","Temp Probe"
"GLAC1","IMPAER","Part Replacement","04/24/2018","Controller"
"GLAC1","IMPAER","Part Replacement","05/21/2018","Pump (4D)"
"GLAC1","IMPAER","Part Replacement","05/21/2018","Pump (3C)"
"GLAC1","IMPAER","Site Visit","08/19/2018","Calibration and maintenance on all modules"
"GLAC1","IMPAER","External Audit","10/04/2019","Site Audit by Derek Day"
"GLAC1","IMPAER","Equipment Problem","06/08/2020","C Ebox offline.  (resolved)"
"GLAC1","IMPAER","Part Replacement","06/10/2020","EBox (3C)"
"GLAC1","IMPAER","UC Davis Site Visit","08/29/2020","Calibration and maintenance on all modules"
"GRBA1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"GRBA1","IMPAER","Operational","07/18/1994","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/18/1994","A1 Module pump replaced"
"GRBA1","IMPAER","Operational","07/18/1994","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/18/1994","B1 Module pump replaced"
"GRBA1","IMPAER","Operational","07/18/1994","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/18/1994","C1 Module pump replaced"
"GRBA1","IMPAER","Operational","07/18/1994","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/18/1994","D1 Module pump replaced"
"GRBA1","IMPAER","Operational","07/18/1994","Routine annual maintenance"
"GRBA1","IMPAER","Operational","09/22/1995","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/22/1995","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/22/1995","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/22/1995","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/22/1995","Routine annual maintenance"
"GRBA1","IMPAER","Operational","06/25/1996","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","06/25/1996","A1 Module pump replaced"
"GRBA1","IMPAER","Method","06/25/1996","Added glycerin to Module B1 denuder"
"GRBA1","IMPAER","Operational","06/25/1996","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","06/25/1996","B1 Module pump replaced"
"GRBA1","IMPAER","Operational","06/25/1996","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","06/25/1996","C1 Module pump replaced"
"GRBA1","IMPAER","Operational","06/25/1996","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","06/25/1996","D1 Module pump replaced"
"GRBA1","IMPAER","Operational","06/25/1996","Routine annual maintenance"
"GRBA1","IMPAER","Operational","07/22/1997","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/22/1997","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/22/1997","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/22/1997","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","07/22/1997","Routine annual maintenance"
"GRBA1","IMPAER","Operational","09/18/1998","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/18/1998","A1 Module pump replaced"
"GRBA1","IMPAER","Operational","09/18/1998","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/18/1998","B1 Module pump replaced"
"GRBA1","IMPAER","Operational","09/18/1998","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/18/1998","C1 Module pump replaced"
"GRBA1","IMPAER","Operational","09/18/1998","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/18/1998","D1 Module pump replaced"
"GRBA1","IMPAER","Operational","09/18/1998","Routine annual maintenance"
"GRBA1","IMPAER","Operational","03/22/2000","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","03/22/2000","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","03/22/2000","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","03/22/2000","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","03/22/2000","Photos taken"
"GRBA1","IMPAER","Operational","03/22/2000","Version 2 sampler installed"
"GRBA1","IMPAER","Operational","03/22/2000","Version 2 IMPROVE sampler installed"
"GRBA1","IMPAER","Event","07/26/2000","Fire in the area"
"GRBA1","IMPAER","Event","07/29/2000","Fire in the area"
"GRBA1","IMPAER","Operational","09/29/2000","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/29/2000","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/29/2000","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/29/2000","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","09/29/2000","Routine annual maintenance"
"GRBA1","IMPAER","Operational","08/21/2001","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/21/2001","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/21/2001","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/21/2001","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/21/2001","Photos taken"
"GRBA1","IMPAER","Operational","08/21/2001","Routine annual maintenance"
"GRBA1","IMPAER","Operational","08/28/2002","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/28/2002","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/28/2002","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/28/2002","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/28/2002","Photos taken"
"GRBA1","IMPAER","Operational","08/28/2002","Routine annual maintenance"
"GRBA1","IMPAER","Operational","08/12/2003","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/12/2003","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/12/2003","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/12/2003","C1 Module pump replaced"
"GRBA1","IMPAER","Operational","08/12/2003","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/12/2003","D1 Module pump replaced"
